INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,TUITIONFEE_IN,TUITIONFEE_OUT,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10
Yeshiva Sholom Shachna,Brooklyn,NY,11230,Association of Advanced Rabbinical and Talmudic Schools,https://yeshivasholomshachna.com/,1,1,3,3,2,36,2,11,40.6275,-73.973431,1,NA,117,NA,1,0,0,0,0,0,10750,10750,,,PS,NA,
Bethlehem College & Seminary,Minneapolis,MN,55415-1793,NA,bcsmn.edu/,0,1,3,4,2,27,4,11,44.968872,-93.255399,NA,NA,115,NA,0.7826,0.0087,0.0261,0.0783,0,0.0261,7244,7244,,,NA,NA,
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,11030-3816,Western Association of Schools and Colleges Senior Colleges and University Commission,www.northwell.edu/education-and-resources/elmezzi-graduate-school-of-molecular-medicine,1,1,4,4,2,36,2,21,40.775582,-73.702257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Theatre of Arts,Hollywood,CA,90038,National Association of Schools of Theatre,www.toa.edu/,1,1,2,2,3,6,8,11,34.101265,-118.337582,NA,NA,39,NA,0.3077,0.3333,0.0513,0,0,0,20895,20895,7489,PS,PS,NA,
Westchester College of Nursing & Allied Health,Los Angeles,CA,90045-3647,Accrediting Bureau of Health Education Schools,www.westchestercollege.edu/,1,1,1,1,3,6,8,11,33.95487,-118.396511,NA,NA,11,NA,0.0909,0.5455,0.3636,0,0,0,NA,NA,,,PS,NA,
Treasure Coast Technical College,Vero Beach,FL,32967-3527,Council on Occupational Education,tctc.indianriverschools.org/,1,1,1,1,1,12,5,22,27.678049,-80.413849,NA,NA,63,NA,0.3968,0.3651,0.1905,0.0159,0,0,NA,NA,,,PS,NA,
American College of Barbering,Louisville,KY,40229-2862,National Accrediting Commission of Career Arts and Sciences,www.americancollegeofbarbering.com/,1,2,1,1,3,21,5,11,38.084678,-85.670147,NA,NA,56,NA,0.5,0.3929,0.0536,0.0357,0,0,NA,NA,9399,14143,4750,NA,
Beth Medrash Meor Yitzchok,Monsey,NY,10952-4023,Association of Advanced Rabbinical and Talmudic Schools,https://bethmedrashmeoryitzchok.com/,1,1,3,3,2,36,2,21,41.100906,-74.060843,0.56,NA,189,NA,0.9683,0,0,0,0,0,11600,11600,,,PS,NA,
Mingo Extended Learning Center,Delbarton,WV,25670,Council on Occupational Education,www.mingoschools.com/Domain/15,1,1,1,1,1,54,5,42,37.677016,-82.176972,0.8824,NA,23,NA,1,0,0,0,0,0,NA,NA,,,PS,NA,
San Ignacio University,Doral,FL,33178-2350,Distance Education Accrediting Commission,www.sanignaciouniversity.edu/,1,1,3,4,3,12,5,13,25.81067,-80.367975,NA,NA,70,NA,0.0143,0,0.5286,0,0,0,10405,10405,,,PS,NA,
ZMS The Academy,Los Angeles,CA,90033-4231,Council on Occupational Education,www.zmsacademy.com/,1,1,1,1,3,6,8,11,34.047305,-118.209424,NA,NA,122,NA,0.1393,0.1148,0.623,0.082,0,0,NA,NA,3666,PS,PS,NA,
Valor Christian College,Canal Winchester,OH,43110,Association for Biblical Higher Education,https://www.valorcollege.edu/,1,1,2,2,2,39,3,11,39.891571,-82.829696,NA,NA,326,NA,0.3712,0.319,0.1718,0.0399,0.0123,0.0061,9892,9892,12270,15250,8250,NA,
Bethany Global University,Bloomington,MN,55438-2849,Association for Biblical Higher Education,https://www.bethanygu.edu/,1,1,3,4,2,27,4,13,44.795501,-93.371754,0.9615,NA,222,NA,0.7117,0.0495,0.0495,0.0315,0.0135,0,16270,16270,11598,12000,8750,NA,
HVAC Technical Institute,Chicago,IL,60632-4457,Council on Occupational Education,www.hvac-tech.com/,1,1,1,1,3,17,3,11,41.809897,-87.733452,NA,NA,207,NA,0.087,0.2029,0.6715,0.0048,0,0,NA,NA,6851,6851,3425,NA,
United International College,Miramar,FL,33025-3943,NA,www.uinternational.edu/,1,1,2,3,3,12,5,21,25.97989,-80.283123,NA,NA,37,NA,0,0,0.027,0,0,0,8907,8907,,,PS,NA,
San Francisco Film School,San Francisco,CA,94104-2835,Council on Occupational Education,www.sanfranciscofilmschool.edu/,1,1,2,2,3,6,8,11,37.791643,-122.401124,NA,NA,105,NA,0.4381,0.381,0.0762,0.1048,0,0,NA,NA,,,PS,NA,
Center for Ultrasound Research & Education,White Plains,NY,10604,Accrediting Bureau of Health Education Schools,www.cure.edu/,1,1,1,1,3,36,2,13,41.028851,-73.746486,NA,NA,210,NA,0.3619,0.1476,0.4095,0.0286,0,0,NA,NA,10000,14635,4750,NA,
Culinary Tech Center,White Plains,NY,10601,Council on Occupational Education,www.culinarytechcenter.edu/,1,1,1,1,3,36,2,13,41.027933,-73.770954,NA,NA,33,NA,0.1212,0.6667,0.1818,0.0303,0,0,NA,NA,6333,6333,3634,NA,
Randolph Technical Center,Elkins,WV,26241-9527,Council on Occupational Education,rtc.rand.k12.wv.us/,1,1,1,1,1,54,5,33,38.890857,-79.852118,NA,NA,9,NA,1,0,0,0,0,0,NA,NA,,,PS,NA,
AMG School of Nursing,Brooklyn,NY,11201-1728,Middle States Commission on Secondary Education,amg.edu/,1,1,1,1,3,36,2,11,40.701286,-73.985092,NA,NA,479,NA,0.023,0.8309,0.0981,0.0334,0,0.0146,NA,NA,9942,14167,4750,NA,
Saint Michael College of Allied Health,Washington,DC,20002,Council on Occupational Education,https://www.smcah.edu/,1,1,1,2,3,11,2,11,38.904414,-76.980916,0.576,NA,148,NA,0,0.9797,0.0135,0.0068,0,0,19405,19405,15187,17713,9500,NA,
Presidio Graduate School,San Francisco,CA,94105,Western Association of Schools and Colleges Senior Colleges and University Commission,www.presidio.edu/,1,1,4,4,2,6,8,11,37.786891,-122.400814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PS,NA,
Sandra Academy of Salon Services,New Tazewell,TN,37825-7239,National Accrediting Commission of Career Arts and Sciences,www.sandraacademy.edu/,1,1,1,1,3,47,5,32,36.444823,-83.586525,NA,NA,73,NA,0.9726,0.0274,0,0,0,0,NA,NA,7910,9833,5500,NA,
Wright Graduate University for the Realization of Human Potential,Elkhorn,WI,53121-2556,NA,https://www.wrightgrad.edu/,1,1,4,4,2,55,3,41,42.767178,-88.591085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
California Jazz Conservatory,Berkeley,CA,94704-1268,National Association of Schools of Music,www.cjc.edu/,1,1,3,3,2,6,8,12,37.871235,-122.268878,NA,NA,23,NA,0.6087,0.0435,0.2609,0,0,0.0435,22800,22800,,,PS,NA,
California Barber and Beauty College,San Diego,CA,92115-4730,National Accrediting Commission of Career Arts and Sciences,https://www.californiabarberandbeauty.com/,1,1,1,1,3,6,8,11,32.757282,-117.0814,NA,NA,71,NA,0.1972,0.0141,0.5493,0.1408,0.0986,0,NA,NA,,,PS,NA,
Laredo CHI Academy Beauty School,Laredo,TX,78041-6540,National Accrediting Commission of Career Arts and Sciences,www.laredochi.com/,1,1,1,1,3,48,6,11,27.575732,-99.467036,NA,NA,57,NA,0,0,1,0,0,0,NA,NA,,,PS,NA,
Florida International Training Institute,Miami,FL,33122-1707,Accrediting Council for Continuing Education & Training,www.fitischools.com/,1,1,1,1,3,12,5,21,25.797851,-80.314681,0.8349,NA,426,NA,0,0,1,0,0,0,NA,NA,3200,3077,PS,NA,
Gould's Academy,Memphis,TN,38119-5317,National Accrediting Commission of Career Arts and Sciences,www.gouldsacademy.com/,1,2,1,1,3,47,5,11,35.098298,-89.860578,NA,NA,157,NA,0.2484,0.6752,0.0382,0,0,0,NA,NA,7767,7767,3476,NA,
Aviation Institute of Maintenance-Fremont,Fremont,CA,94539,Accrediting Commission of Career Schools and Colleges,https://aviationmaintenance.edu/campuses/fremont-ca,1,1,1,1,3,6,8,21,37.468594,-121.92135,NA,NA,240,NA,0.1667,0.0958,0.2917,0.2,0.0083,0.0875,16757,16757,19500,31786,5500,NA,
Paul Mitchell the School-Tulsa,Tulsa,OK,74134-1410,National Accrediting Commission of Career Arts and Sciences,paulmitchell.edu/tulsa,1,1,1,1,3,40,6,11,36.132259,-95.82023,NA,NA,244,NA,0.5656,0.0492,0.0861,0.0164,0.2008,0,NA,NA,9822,10150,3300,NA,
PPG Technical College,Caguas,PR,00726-3164,Accrediting Commission of Career Schools and Colleges,www.ppg.edu/,1,1,1,1,3,72,9,13,18.247162,-66.038451,NA,NA,115,NA,0,0,1,0,0,0,7296,7296,,,PS,NA,
Academy of Professional Cosmetology,Rogers,AR,72756-2028,National Accrediting Commission of Career Arts and Sciences,www.apcschools.com/,1,1,1,1,3,5,5,13,36.35541,-94.157411,NA,NA,135,NA,0.7259,0.0074,0.163,0.0222,0,0,NA,NA,4750,5500,4446,NA,
Empire Beauty School-Northlake,Atlanta,GA,30345-3762,National Accrediting Commission of Career Arts and Sciences,www.empire.edu/,0,8,1,1,3,13,5,21,33.847741,-84.256996,NA,NA,111,NA,0.009,0.964,0.009,0,0,0,NA,NA,7050,13583,4750,25900,24407
Ross Medical Education Center-Huntsville,Huntsville,AL,35806-2509,Accrediting Bureau of Health Education Schools,https://rosseducation.edu/,0,9,1,1,3,1,5,12,34.736871,-86.661349,NA,NA,85,NA,0.1294,0.3294,0.0353,0,0,0,NA,NA,7504,9500,4750,22000,30060
Ross Medical Education Center-Knoxville,Knoxville,TN,37922-2367,Accrediting Bureau of Health Education Schools,https://rosseducation.edu/,0,7,1,1,3,47,5,12,35.912854,-84.096882,NA,NA,71,NA,0.2254,0.0986,0.0704,0,0,0,NA,NA,5500,9500,4725,24600,30072
Ross Medical Education Center-Muncie,Muncie,IN,47303-6413,Accrediting Bureau of Health Education Schools,https://rosseducation.edu/,0,11,1,1,3,18,3,13,40.23238,-85.390811,NA,NA,43,NA,0.3721,0.186,0.0233,0,0,0,NA,NA,7719,9500,3969,24900,29898
Cortiva Institute-Arlington,Arlington,TX,76017-5818,Accrediting Commission of Career Schools and Colleges,www.cortiva.edu/,0,2,1,1,3,48,6,11,32.6769,-97.119031,NA,NA,108,NA,0.1574,0.6389,0.1852,0.0093,0,0,NA,NA,7485,7521,3860,29700,29204
Tulsa Welding School-Houston,Houston,TX,77060-2100,Accrediting Commission of Career Schools and Colleges,https://www.tws.edu/,0,4,1,1,3,48,6,11,29.950897,-95.413192,NA,NA,1529,NA,0.2093,0.3126,0.4199,0.0085,0.0111,0.0026,NA,NA,6886,9500,4750,42700,41067
Pima Medical Institute-El Paso,El Paso,TX,79915-1525,Accrediting Bureau of Health Education Schools,https://pmi.edu/,0,13,1,2,3,48,6,11,31.773629,-106.383883,NA,NA,673,NA,0.1159,0.0371,0.7949,0.0089,0.0104,0.0059,NA,NA,9500,9500,4750,30600,38673
Pima Medical Institute-Phoenix,Phoenix,AZ,85029-4929,Accrediting Bureau of Health Education Schools,https://pmi.edu/,0,2,1,2,3,4,6,11,33.608723,-112.118075,NA,NA,879,NA,0.3015,0.0637,0.5006,0.0148,0.0273,0.0046,NA,NA,5500,8521,3363,NA,
Kennesaw State University,Kennesaw,GA,30144,Southern Association of Colleges and Schools Commission on Colleges,www.kennesaw.edu/,1,1,3,4,1,13,5,21,34.038807,-84.583052,0.6785,1133,38051,NA,0.4554,0.2524,0.1456,0.0552,0.0015,0.0013,5786,17040,14250,23833,8250,47900,57552
Entourage Institute of Beauty and Esthetics,Lincoln,NE,68516-2306,National Accrediting Commission of Career Arts and Sciences,https://www.entouragebeautyne.com/,1,1,1,1,3,31,4,11,40.756017,-96.641266,NA,NA,27,NA,0.6667,0.1481,0.1111,0.037,0,0,NA,NA,7000,9955,5311,PS,
Eastern Suffolk BOCES,Riverhead,NY,11901-2763,Middle States Commission on Secondary Education,www.esboces.org/,0,3,1,1,1,36,2,21,40.927928,-72.671895,NA,NA,11,NA,0.5455,0.0909,0.2727,0,0,0,NA,NA,8550,9500,2750,49300,63394
Eastern Suffolk BOCES,Oakdale,NY,11769-1650,Middle States Commission on Secondary Education,www.esboces.org/,0,3,1,1,1,36,2,21,40.745531,-73.109752,NA,NA,31,NA,0.5484,0.0968,0.2258,0.0645,0,0,NA,NA,8550,9500,2750,49300,63394
Milligan University,Milligan,TN,37682,Southern Association of Colleges and Schools Commission on Colleges,www.milligan.edu/,1,1,3,4,2,47,5,22,36.300147,-82.29407,0.6671,1190,726,NA,0.7617,0.0482,0.073,0.011,0.0028,0.0028,37550,37550,18800,25219,7500,44500,46641
Chamberlain University-Nevada,Las Vegas,NV,89144,Higher Learning Commission,https://www.chamberlain.edu/,0,15,3,3,3,32,8,11,36.185176,-115.313525,0.8182,NA,567,NA,0.2787,0.0899,0.2646,0.2857,0.0035,0.0282,20142,20142,16458,20919,10922,60400,92405
Chamberlain University-Michigan,Troy,MI,48084,Higher Learning Commission,https://www.chamberlain.edu/,0,15,3,3,3,26,3,13,42.556474,-83.150516,0.4,NA,637,NA,0.6374,0.1821,0.0502,0.0706,0.0016,0.0016,19629,19629,16458,20919,10922,60400,92405
Chamberlain University-New Jersey,North Brunswick,NJ,8902,Higher Learning Commission,https://www.chamberlain.edu/,0,15,3,3,3,34,2,21,40.465934,-74.438877,0.9,NA,1261,NA,0.2744,0.3925,0.1895,0.0944,0.0024,0.0032,20142,20142,16458,20919,10922,60400,92405
Hussian College-Los Angeles,Los Angeles,CA,90017-2019,NA,relativityschool.org/,0,6,3,3,3,6,8,11,34.054877,-118.26069,0.4767,NA,262,NA,0.5267,0.1031,0.2137,0.0305,0.0038,0,41923,41923,9500,18446,6242,36800,28806
Paul Mitchell the School-Madison,Madison,WI,53717,Council on Occupational Education,paulmitchell.edu/madison,1,1,1,1,3,55,3,11,43.064984,-89.503169,NA,NA,45,NA,0.4889,0.2222,0.1333,0.0889,0.0222,0,NA,NA,9500,10194,4750,PS,29138
The University of Tennessee Health Science Center,Memphis,TN,38163,Southern Association of Colleges and Schools Commission on Colleges,www.uthsc.edu/,1,1,3,4,1,47,5,11,35.138847,-90.033196,NA,NA,295,NA,0.4068,0.2034,0.0339,0.0271,0,0.0034,NA,NA,11250,12500,5126,NA,66318
Unitech Training Academy-New Orleans,New Orleans,LA,70123-0000,Council on Occupational Education,www.unitechta.edu/,0,6,1,1,3,22,5,21,29.948535,-90.183521,NA,NA,85,NA,0.1765,0.8,0,0,0,0,NA,NA,6859,8721,4533,20900,24707
Wade Gordon Hairdressing Academy-Lubbock,Lubbock,TX,79423-2125,National Accrediting Commission of Career Arts and Sciences,wadegordonacademy.com/,0,2,1,1,3,48,6,11,33.524818,-101.869638,NA,NA,70,NA,0.4857,0.0286,0.3714,0.0143,0,0,NA,NA,7710,9833,4750,NA,
Protege Academy,Mt. Pleasant,MI,48858-2058,National Accrediting Commission of Career Arts and Sciences,www.protegeacademy.com/,0,2,1,1,3,26,3,32,43.61137,-84.751095,NA,NA,33,NA,0.8788,0.0606,0.0606,0,0,0,NA,NA,9833,9833,4750,NA,19499
Emory University-Oxford College,Oxford,GA,30054,Southern Association of Colleges and Schools Commission on Colleges,www.oxford.emory.edu/,0,2,2,2,2,13,5,21,33.6191,-83.871141,0.15,1487,1048,NA,0.3168,0.0887,0.1069,0.3053,0,0.001,57948,57948,16750,18250,7500,84400,80137
The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,LA,70125-1056,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.thechicagoschool.edu/new-orleans/,0,8,4,4,2,22,5,11,29.964162,-90.107307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10250,20000,5500,NA,56899
Southern Regional Technical College,Thomasville,GA,31792,Southern Association of Colleges and Schools Commission on Colleges,southernregional.edu/,1,1,1,2,1,13,5,32,30.863799,-83.9514,NA,NA,2829,NA,0.4747,0.3987,0.0983,0.0025,0.0014,0,3002,5402,,,PS,27800,31293
Texas College of Cosmetology-Lubbock,Lubbock,TX,79414-2532,National Accrediting Commission of Career Arts and Sciences,www.texascollegecosmetology.com/,0,3,1,1,3,48,6,11,33.561435,-101.924031,NA,NA,106,NA,0.5094,0.1226,0.3679,0,0,0,NA,NA,5500,6333,3394,18400,21685
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,44221,Accrediting Commission of Career Schools and Colleges,www.fortis.edu/,1,3,1,2,3,39,3,21,41.143856,-81.470433,NA,NA,473,NA,0.3679,0.4884,0.019,0.0423,0.0042,0,14957,14957,11501,13000,6334,25800,34509
Jones Technical Institute,Jacksonville,FL,32256-0367,Accrediting Commission of Career Schools and Colleges,www.jtech.org/,1,1,2,2,2,12,5,11,30.20813,-81.561491,NA,NA,522,NA,0.4693,0.2529,0.1207,0.0172,0.0038,0.0057,14547,14547,6333,10294,4426,21800,24576
Texas State Technical College,Waco,TX,76705,Southern Association of Colleges and Schools Commission on Colleges,www.tstc.edu/,1,1,2,2,1,48,6,12,31.639295,-97.08471,NA,NA,8775,NA,0.3104,0.053,0.5585,0.0055,0.0038,0.0009,6969,11435,6334,9500,5300,39300,38916
Aveda Institute Portland-Vancouver Campus,Vancouver,WA,98661-7264,National Accrediting Commission of Career Arts and Sciences,avedapdx.com/about-our-school/locations/vancouver,0,2,1,1,3,53,8,12,45.643767,-122.603849,NA,NA,113,NA,0.646,0.0265,0.115,0.0531,0,0.0088,NA,NA,6211,6826,5500,NA,33003
Arizona College of Nursing-Las Vegas,Las Vegas,NV,89113,Accrediting Bureau of Health Education Schools,https://www.arizonacollege.edu/,0,13,3,3,3,32,8,21,36.067353,-115.274149,1,NA,1142,NA,0.1725,0.1629,0.3082,0.2277,0.0088,0.0263,21653,21653,9500,9500,7495,26400,34657
Florida Career College-Pembroke Pines,Pembroke Pines,FL,33024-6916,NA,https://www.floridacareercollege.edu/,0,11,1,1,3,12,5,21,26.010968,-80.246116,NA,NA,475,NA,0.0211,0.2484,0.1074,0.0042,0.0084,0,NA,NA,9365,9500,4474,28300,28928
Florida Career College-West Palm Beach,West Palm Beach,FL,33417-4326,NA,https://www.floridacareercollege.edu/,0,11,1,2,3,12,5,21,26.705217,-80.136749,NA,NA,597,NA,0.0503,0.3635,0.1608,0.0034,0.0034,0,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Hialeah,Hialeah,FL,33012-7028,NA,https://www.floridacareercollege.edu/,0,11,1,2,3,12,5,21,25.855552,-80.319292,NA,NA,616,NA,0.0097,0.1721,0.2354,0.0016,0.0016,0,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,33319-5617,NA,https://www.floridacareercollege.edu/,0,11,1,2,3,12,5,21,26.16574,-80.205267,NA,NA,640,NA,0.0141,0.3281,0.0359,0.0031,0.0047,0.0016,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Tampa,Tampa,FL,33619-8347,NA,https://www.floridacareercollege.edu/,0,11,1,1,3,12,5,21,27.980705,-82.337004,NA,NA,532,NA,0.0451,0.1241,0.1259,0.0038,0.0019,0.0019,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Jacksonville,Jacksonville,FL,32244-6663,NA,https://www.floridacareercollege.edu/,0,11,1,1,3,12,5,11,30.19576,-81.751361,NA,NA,664,NA,0.0693,0.3102,0.0693,0.0015,0,0.0045,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Boynton Beach,Boynton Beach,FL,33426-8205,NA,https://www.floridacareercollege.edu/,0,11,1,2,3,12,5,13,26.54289,-80.092161,NA,NA,426,NA,0.0493,0.284,0.0986,0.0047,0.0047,0,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Margate,Margate,FL,33063-7011,NA,https://www.floridacareercollege.edu/,0,11,1,2,3,12,5,21,26.270878,-80.203455,NA,NA,375,NA,0.0187,0.3653,0.128,0,0.0027,0,NA,NA,9365,9500,4474,28300,28928
Florida Career College-Orlando,Orlando,FL,32807-3528,NA,https://www.floridacareercollege.edu/,0,11,1,1,3,12,5,21,28.56052,-81.309471,NA,NA,761,NA,0.0329,0.2155,0.134,0.0053,0.0053,0.0053,NA,NA,9365,9500,4474,28300,28928
UEI College-Phoenix,Phoenix,AZ,85021-2718,Accrediting Council for Continuing Education & Training,https://www.uei.edu/,0,11,1,1,3,4,6,11,33.57026,-112.116121,NA,NA,1422,NA,0.0464,0.1013,0.3214,0.0028,0.0323,0.0028,NA,NA,9500,9500,4360,27100,31141
Florida Career College-Houston,Houston,TX,77090-1111,NA,https://www.floridacareercollege.edu/,0,11,1,2,3,48,6,11,30.022309,-95.431325,NA,NA,1029,NA,0.0194,0.208,0.0826,0.0039,0.0039,0.0019,NA,NA,9365,9500,4474,28300,28928
Aveda Institute-Madison,Madison,WI,53715-0000,National Accrediting Commission of Career Arts and Sciences,www.ibw.edu/,0,2,1,1,3,55,3,11,43.072676,-89.398711,NA,NA,88,NA,0.8182,0.0795,0.0568,0.0227,0,0,NA,NA,6333,6333,3166,PS,31723
Husson University,Bangor,ME,04401-2929,New England Commission on Higher Education,www.husson.edu/,1,1,3,4,2,23,1,13,44.829002,-68.791476,0.9131,1100,2338,NA,0.834,0.0629,0.0098,0.0094,0.0051,0,21090,21090,21500,27000,9500,42500,45025
Tricoci University of Beauty Culture-Elgin,Elgin,IL,60123-9412,National Accrediting Commission of Career Arts and Sciences,www.tricociuniversity.edu/,0,2,1,1,3,17,3,12,42.026819,-88.341498,NA,NA,128,NA,0.3984,0.1016,0.4609,0,0,0,NA,NA,7307,7307,3653,NA,35650
Concorde Career College-Southaven,Southaven,MS,38671,Council on Occupational Education,https://www.concorde.edu/campus/southaven-mississippi,0,2,1,2,3,28,5,21,34.976181,-89.988876,0.9947,NA,358,NA,0.0503,0.7961,0.0223,0.0028,0.0084,0,NA,NA,9500,9500,4750,24000,31599
Universal Technical Institute-Southern California,Long Beach,CA,90808-1789,Accrediting Commission of Career Schools and Colleges,https://www.uti.edu/,0,6,2,2,3,6,8,11,33.826017,-118.145393,NA,NA,1507,NA,0.1241,0.0352,0.6516,0.0411,0.0066,0.0106,NA,NA,11183,13124,4750,48100,52873
Northwest University-Center for Online and Extended Education,Kirkland,WA,98033,Northwest Commission on Colleges and Universities,www.northwestu.edu/,0,1,3,4,2,53,8,21,47.657502,-122.195774,NA,NA,519,NA,0.5819,0.0539,0.1118,0.0135,0,0.0096,12210,12210,15000,20891,9500,46300,54914
Celebrity Barber School,Monroe,LA,71201-5133,National Accrediting Commission of Career Arts and Sciences,www.celebritystylistbeautyschool.com/,0,2,1,1,3,22,5,13,32.521718,-92.083641,NA,NA,26,NA,0,1,0,0,0,0,NA,NA,6333,9500,5500,PS,22002
California Institute of Advanced Management,Alhambra,CA,91803,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ciam.edu/,1,1,4,4,2,6,8,21,34.082467,-118.15055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,
Academy of Interactive Entertainment,Lafayette,LA,70506-4293,Council on Occupational Education,lafayette.aie.edu/,1,1,1,2,2,22,5,12,30.220037,-92.043315,0.4259,NA,94,NA,0.3085,0.5106,0.0532,0.0106,0.0106,0,23450,23450,11803,12000,5500,NA,
The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,21401-3833,National Accrediting Commission of Career Arts and Sciences,paulmitchell.edu/annapolis,0,2,1,1,3,24,2,21,38.980115,-76.543104,NA,NA,198,NA,0.4141,0.1162,0.0606,0.0101,0,0,NA,NA,9833,9833,4750,PS,27891
Yeshiva Zichron Aryeh,Far Rockaway,NY,11691-0000,Association of Advanced Rabbinical and Talmudic Schools,https://yeshivazichronaryeh.com/,1,1,3,3,2,36,2,11,40.606105,-73.764423,0.3333,NA,28,NA,0.8929,0,0,0,0,0,8750,8750,,,PS,NA,
Butte County Regional Occupational Program,Chico,CA,95928-7191,Council on Occupational Education,cte.bcoe.org/,1,1,1,1,1,6,8,12,39.715283,-121.804024,NA,NA,29,NA,0.7586,0,0.2069,0.0345,0,0,NA,NA,4155,PS,PS,NA,
Arclabs,Piedmont,SC,29673,Accrediting Council for Continuing Education & Training,https://www.arclabs.edu/,1,1,1,1,3,45,5,21,34.77072,-82.461311,NA,NA,503,NA,0.4195,0.1769,0.3101,0.0119,0.006,0.002,NA,NA,6944,9500,4750,NA,
Top of the Line Barber College,Charleston,SC,29407-2228,National Accrediting Commission of Career Arts and Sciences,www.topofthelinebarbercollege.edu/,1,1,1,1,3,45,5,12,32.78868,-80.022755,NA,NA,52,NA,0.0577,0.8846,0.0577,0,0,0,NA,NA,8549,PS,4750,NA,
Midfield Institute of Cosmetology,Midfield,AL,35228-2233,National Accrediting Commission of Career Arts and Sciences,www.midfieldic.edu/,1,1,1,1,2,1,5,21,33.463987,-86.908933,NA,NA,12,NA,0,1,0,0,0,0,NA,NA,8649,PS,PS,NA,
American Institute of Alternative Medicine,East Brunswick,NJ,8816,Accrediting Commission of Career Schools and Colleges,massageschoolnewjersey.com/,1,1,1,1,3,34,2,21,40.433916,-74.386999,NA,NA,32,NA,0.4375,0.2813,0.0938,0.0938,0,0,NA,NA,,,PS,NA,
Felbry College,Columbus,OH,43231-2256,Accrediting Bureau of Health Education Schools,felbrycollege.edu/,1,1,2,2,3,39,3,11,40.09578,-82.951066,0.7246,NA,306,NA,0.0425,0.8889,0.0065,0.0621,0,0,34263,34263,9500,17000,9500,NA,
Regional Center for Border Health,Somerton,AZ,85350,Accrediting Bureau of Health Education Schools,www.rcbh.edu/index.html,1,1,1,1,2,4,6,31,32.596919,-114.711558,NA,NA,133,NA,0.1203,0,0.7744,0.0075,0.0827,0,NA,NA,,,PS,NA,
B-Unique Beauty and Barber Academy,Greenville,SC,29607-2314,NA,bubba-online.com/,1,1,1,1,3,45,5,13,34.844106,-82.365104,NA,NA,12,NA,0.0833,0.75,0,0.1667,0,0,NA,NA,9500,PS,PS,NA,
Kentucky Horseshoeing School,Richmond,KY,40475-1810,Accrediting Commission of Career Schools and Colleges,khs.edu/,1,1,1,1,3,21,5,42,37.875066,-84.340899,NA,NA,26,NA,0.9615,0.0385,0,0,0,0,NA,NA,8000,PS,PS,NA,
Image Maker Beauty Institute,Hendersonville,TN,37075-4488,National Accrediting Commission of Career Arts and Sciences,www.imagemakerbeauty.com/,1,1,1,1,3,47,5,21,36.304927,-86.601706,NA,NA,65,NA,0.8769,0.0615,0.0615,0,0,0,NA,NA,9665,9833,4750,NA,
Dalton Institute of Esthetics and Cosmetology,Dalton,GA,30720,National Accrediting Commission of Career Arts and Sciences,www.daltoninstitute.com/,1,1,1,1,3,13,5,13,34.762636,-84.970455,NA,NA,85,NA,0.6,0.0706,0.2706,0.0118,0,0,NA,NA,6222,6222,PS,NA,
CAAN Academy of Nursing,Matteson,IL,60443-3821,Accrediting Bureau of Health Education Schools,caanacademy.org/,1,1,1,1,2,17,3,21,41.505272,-87.731726,NA,NA,72,NA,0.0278,0.9028,0.0556,0,0,0,NA,NA,9500,12766,4750,NA,
Martinsburg College,Martinsburg,WV,25404-6204,Distance Education Accrediting Commission,www.martinsburgcollege.edu/,1,1,1,2,3,54,5,22,39.487035,-77.959662,1,NA,2505,NA,0.5134,0.2407,0.1657,0.0132,0.018,0.0076,NA,NA,,,PS,NA,
Alhambra Medical University,Alhambra,CA,91803,Accrediting Commission for Acupuncture and Oriental Medicine,www.amu.edu/,1,1,4,4,3,6,8,21,34.080181,-118.148684,NA,NA,44,NA,0.0227,0,0,0.9091,0,0,NA,NA,,,PS,NA,
