ID,Crash Type,Light Condition
1872,Not Head-On,Not Daylight
1873,Not Head-On,Daylight
1874,Not Head-On,Daylight
1875,Not Head-On,Daylight
1876,Not Head-On,Daylight
1877,Not Head-On,Not Daylight
1878,Not Head-On,Daylight
1879,Not Head-On,Daylight
1880,Not Head-On,Daylight
1881,Not Head-On,Daylight
1882,Not Head-On,Daylight
1883,Head-on,Not Daylight
1884,Not Head-On,Daylight
1885,Not Head-On,Not Daylight
1886,Not Head-On,Daylight
1887,Not Head-On,Not Daylight
1888,Not Head-On,Daylight
1889,Not Head-On,Daylight
1890,Not Head-On,Daylight
1891,Not Head-On,Daylight
1892,Head-on,Daylight
1893,Not Head-On,Daylight
1894,Not Head-On,Daylight
1895,Not Head-On,Daylight
1896,Not Head-On,Daylight
1897,Not Head-On,Daylight
1898,Not Head-On,Daylight
1899,Head-on,Daylight
1900,Not Head-On,Daylight
1901,Not Head-On,Daylight
1902,Not Head-On,Daylight
1903,Not Head-On,Daylight
1904,Not Head-On,Daylight
1905,Not Head-On,Not Daylight
1906,Not Head-On,Not Daylight
1907,Not Head-On,Daylight
1908,Not Head-On,Not Daylight
1909,Not Head-On,Daylight
1910,Not Head-On,Daylight
1911,Not Head-On,Daylight
1912,Not Head-On,Daylight
1913,Not Head-On,Daylight
1914,Not Head-On,Daylight
1915,Not Head-On,Daylight
1916,Not Head-On,Daylight
1917,Not Head-On,Daylight
1918,Not Head-On,Not Daylight
1919,Not Head-On,Daylight
1920,Not Head-On,Daylight
1921,Not Head-On,Daylight
1922,Not Head-On,Daylight
1923,Not Head-On,Daylight
1924,Not Head-On,Daylight
1925,Not Head-On,Not Daylight
1926,Not Head-On,Daylight
1927,Not Head-On,Daylight
1928,Not Head-On,Not Daylight
1929,Head-on,Not Daylight
1930,Not Head-On,Daylight
1931,Not Head-On,Daylight
1932,Not Head-On,Daylight
1933,Not Head-On,Not Daylight
1934,Head-on,Daylight
1935,Not Head-On,Daylight
1936,Not Head-On,Daylight
1937,Not Head-On,Daylight
1938,Not Head-On,Daylight
1939,Not Head-On,Not Daylight
1940,Not Head-On,Not Daylight
1941,Not Head-On,Daylight
1942,Not Head-On,Daylight
1943,Not Head-On,Daylight
1944,Not Head-On,Not Daylight
1945,Not Head-On,Daylight
1946,Not Head-On,Daylight
1947,Not Head-On,Not Daylight
1948,Not Head-On,Daylight
1949,Not Head-On,Daylight
1950,Head-on,Daylight
1951,Not Head-On,Daylight
1952,Not Head-On,Daylight
1953,Not Head-On,Daylight
1954,Not Head-On,Not Daylight
1955,Not Head-On,Daylight
1956,Not Head-On,Daylight
1957,Not Head-On,Daylight
1958,Not Head-On,Daylight
1959,Head-on,Not Daylight
1960,Not Head-On,Daylight
1961,Not Head-On,Daylight
1962,Not Head-On,Daylight
1963,Not Head-On,Daylight
1964,Not Head-On,Daylight
1965,Not Head-On,Daylight
1966,Not Head-On,Not Daylight
1967,Not Head-On,Not Daylight
1968,Not Head-On,Not Daylight
1969,Not Head-On,Daylight
1970,Not Head-On,Not Daylight
1971,Not Head-On,Daylight
1972,Not Head-On,Not Daylight
1973,Not Head-On,Daylight
1974,Not Head-On,Daylight
1975,Not Head-On,Daylight
1976,Not Head-On,Not Daylight
1977,Not Head-On,Not Daylight
1978,Not Head-On,Daylight
1979,Not Head-On,Not Daylight
1980,Not Head-On,Not Daylight
1981,Not Head-On,Not Daylight
1982,Not Head-On,Daylight
1983,Not Head-On,Daylight
1984,Not Head-On,Not Daylight
1985,Not Head-On,Not Daylight
1986,Not Head-On,Daylight
1987,Not Head-On,Not Daylight
1988,Not Head-On,Daylight
1989,Not Head-On,Not Daylight
1990,Not Head-On,Daylight
1991,Not Head-On,Daylight
1992,Not Head-On,Daylight
1993,Not Head-On,Not Daylight
1994,Not Head-On,Not Daylight
1995,Not Head-On,Daylight
1996,Not Head-On,Not Daylight
1997,Not Head-On,Not Daylight
1998,Not Head-On,Daylight
1999,Not Head-On,Not Daylight
2000,Not Head-On,Daylight
2001,Not Head-On,Daylight
2002,Not Head-On,Daylight
2003,Not Head-On,Daylight
2004,Not Head-On,Daylight
2005,Head-on,Daylight
2006,Not Head-On,Daylight
2007,Not Head-On,Not Daylight
2008,Not Head-On,Not Daylight
2009,Not Head-On,Daylight
2010,Not Head-On,Daylight
2011,Not Head-On,Not Daylight
2012,Not Head-On,Daylight
2013,Not Head-On,Daylight
2014,Not Head-On,Daylight
2015,Not Head-On,Daylight
2016,Not Head-On,Daylight
2017,Not Head-On,Not Daylight
2018,Not Head-On,Daylight
2019,Not Head-On,Daylight
2020,Not Head-On,Daylight
2021,Not Head-On,Daylight
2022,Not Head-On,Daylight
2023,Not Head-On,Daylight
2024,Not Head-On,Not Daylight
2025,Not Head-On,Not Daylight
2026,Not Head-On,Daylight
2027,Not Head-On,Daylight
2028,Not Head-On,Not Daylight
2029,Not Head-On,Daylight
2030,Not Head-On,Not Daylight
2031,Not Head-On,Daylight
2032,Not Head-On,Daylight
2033,Not Head-On,Daylight
2034,Not Head-On,Daylight
2035,Not Head-On,Daylight
2036,Not Head-On,Daylight
2037,Not Head-On,Daylight
2038,Not Head-On,Daylight
2039,Not Head-On,Not Daylight
2040,Not Head-On,Daylight
2041,Not Head-On,Daylight
2042,Not Head-On,Daylight
2043,Not Head-On,Not Daylight
2044,Not Head-On,Daylight
2045,Not Head-On,Not Daylight
2046,Not Head-On,Daylight
2047,Not Head-On,Daylight
2048,Not Head-On,Daylight
2049,Not Head-On,Daylight
2050,Not Head-On,Not Daylight
2051,Not Head-On,Daylight
2052,Not Head-On,Daylight
2053,Not Head-On,Daylight
2054,Not Head-On,Daylight
2055,Not Head-On,Daylight
2056,Not Head-On,Daylight
2057,Not Head-On,Daylight
2058,Not Head-On,Daylight
2059,Not Head-On,Daylight
2060,Not Head-On,Daylight
2061,Not Head-On,Daylight
2062,Not Head-On,Not Daylight
2063,Not Head-On,Daylight
2064,Not Head-On,Not Daylight
2065,Not Head-On,Daylight
2066,Not Head-On,Daylight
2067,Not Head-On,Daylight
2068,Not Head-On,Daylight
2069,Not Head-On,Not Daylight
2070,Not Head-On,Not Daylight
2071,Not Head-On,Daylight
2072,Not Head-On,Daylight
2073,Not Head-On,Daylight
2074,Head-on,Not Daylight
2075,Not Head-On,Daylight
2076,Not Head-On,Daylight
2077,Not Head-On,Daylight
2078,Not Head-On,Daylight
2079,Not Head-On,Daylight
2080,Not Head-On,Daylight
2081,Not Head-On,Not Daylight
2082,Not Head-On,Daylight
2083,Not Head-On,Daylight
2084,Not Head-On,Not Daylight
2085,Not Head-On,Daylight
2086,Not Head-On,Daylight
2087,Not Head-On,Daylight
2088,Not Head-On,Daylight
2089,Not Head-On,Daylight
2090,Not Head-On,Daylight
2091,Not Head-On,Daylight
2092,Not Head-On,Not Daylight
2093,Not Head-On,Daylight
2094,Not Head-On,Daylight
2095,Not Head-On,Not Daylight
2096,Not Head-On,Daylight
2097,Not Head-On,Not Daylight
2098,Not Head-On,Not Daylight
2099,Not Head-On,Daylight
2100,Not Head-On,Not Daylight
2101,Not Head-On,Daylight
2102,Not Head-On,Daylight
2103,Not Head-On,Daylight
2104,Not Head-On,Not Daylight
2105,Not Head-On,Not Daylight
2106,Not Head-On,Daylight
2107,Not Head-On,Daylight
2108,Not Head-On,Daylight
2109,Not Head-On,Daylight
2110,Not Head-On,Daylight
2111,Not Head-On,Daylight
2112,Not Head-On,Not Daylight
2113,Not Head-On,Daylight
2114,Not Head-On,Daylight
2115,Not Head-On,Daylight
2116,Not Head-On,Daylight
2117,Not Head-On,Daylight
2118,Not Head-On,Daylight
2119,Not Head-On,Daylight
2120,Head-on,Not Daylight
2121,Not Head-On,Daylight
2122,Not Head-On,Daylight
2123,Not Head-On,Daylight
2124,Not Head-On,Daylight
2125,Not Head-On,Not Daylight
2126,Not Head-On,Not Daylight
2127,Not Head-On,Daylight
2128,Not Head-On,Not Daylight
2129,Not Head-On,Not Daylight
2130,Not Head-On,Daylight
2131,Not Head-On,Daylight
2132,Not Head-On,Daylight
2133,Not Head-On,Daylight
2134,Not Head-On,Daylight
2135,Not Head-On,Daylight
2136,Not Head-On,Daylight
2137,Not Head-On,Not Daylight
2138,Not Head-On,Daylight
2139,Not Head-On,Daylight
2140,Not Head-On,Not Daylight
2141,Not Head-On,Daylight
2142,Not Head-On,Not Daylight
2143,Not Head-On,Daylight
2144,Head-on,Daylight
2145,Not Head-On,Daylight
2146,Not Head-On,Daylight
2147,Not Head-On,Daylight
2148,Not Head-On,Daylight
2149,Not Head-On,Daylight
2150,Not Head-On,Daylight
2151,Not Head-On,Daylight
2152,Not Head-On,Not Daylight
2153,Not Head-On,Daylight
2154,Not Head-On,Not Daylight
2155,Not Head-On,Daylight
2156,Not Head-On,Daylight
2157,Not Head-On,Not Daylight
2158,Not Head-On,Daylight
2159,Head-on,Not Daylight
2160,Not Head-On,Not Daylight
2161,Not Head-On,Daylight
2162,Not Head-On,Not Daylight
2163,Not Head-On,Not Daylight
2164,Not Head-On,Daylight
2165,Not Head-On,Daylight
2166,Not Head-On,Not Daylight
2167,Not Head-On,Daylight
2168,Not Head-On,Not Daylight
2169,Not Head-On,Daylight
2170,Not Head-On,Daylight
2171,Not Head-On,Daylight
2172,Not Head-On,Not Daylight
2173,Not Head-On,Daylight
2174,Not Head-On,Daylight
2175,Not Head-On,Daylight
2176,Not Head-On,Daylight
2177,Not Head-On,Daylight
2178,Not Head-On,Daylight
2179,Not Head-On,Not Daylight
2180,Not Head-On,Daylight
2181,Head-on,Not Daylight
2182,Not Head-On,Daylight
2183,Not Head-On,Daylight
2184,Not Head-On,Daylight
2185,Not Head-On,Daylight
2186,Not Head-On,Daylight
2187,Not Head-On,Not Daylight
2188,Not Head-On,Daylight
2189,Not Head-On,Not Daylight
2190,Not Head-On,Daylight
2191,Not Head-On,Daylight
2192,Not Head-On,Daylight
2193,Not Head-On,Daylight
2194,Not Head-On,Not Daylight
2195,Not Head-On,Daylight
2196,Not Head-On,Daylight
2197,Not Head-On,Daylight
2198,Not Head-On,Daylight
2199,Not Head-On,Daylight
2200,Not Head-On,Daylight
2201,Not Head-On,Daylight
2202,Not Head-On,Not Daylight
2203,Not Head-On,Daylight
2204,Head-on,Not Daylight
2205,Not Head-On,Daylight
2206,Not Head-On,Daylight
2207,Not Head-On,Daylight
2208,Head-on,Daylight
2209,Not Head-On,Daylight
2210,Not Head-On,Not Daylight
2211,Not Head-On,Not Daylight
2212,Not Head-On,Daylight
2213,Not Head-On,Daylight
2214,Not Head-On,Daylight
2215,Not Head-On,Daylight
2216,Not Head-On,Not Daylight
2217,Not Head-On,Daylight
2218,Not Head-On,Daylight
2219,Not Head-On,Daylight
2220,Not Head-On,Daylight
2221,Not Head-On,Daylight
2222,Not Head-On,Daylight
2223,Not Head-On,Daylight
2224,Not Head-On,Not Daylight
2225,Not Head-On,Daylight
2226,Not Head-On,Not Daylight
2227,Not Head-On,Daylight
2228,Not Head-On,Daylight
2229,Not Head-On,Daylight
2230,Not Head-On,Daylight
2231,Head-on,Not Daylight
2232,Not Head-On,Not Daylight
2233,Head-on,Daylight
2234,Not Head-On,Not Daylight
2235,Not Head-On,Daylight
2236,Not Head-On,Daylight
2237,Not Head-On,Daylight
2238,Not Head-On,Daylight
2239,Not Head-On,Daylight
2240,Not Head-On,Not Daylight
2241,Not Head-On,Daylight
2242,Not Head-On,Daylight
2243,Not Head-On,Daylight
2244,Not Head-On,Daylight
2245,Not Head-On,Daylight
2246,Not Head-On,Daylight
2247,Not Head-On,Daylight
2248,Not Head-On,Daylight
2249,Not Head-On,Not Daylight
2250,Not Head-On,Not Daylight
2251,Head-on,Not Daylight
2252,Not Head-On,Daylight
2253,Not Head-On,Not Daylight
2254,Not Head-On,Daylight
2255,Not Head-On,Daylight
2256,Not Head-On,Daylight
2257,Not Head-On,Not Daylight
2258,Not Head-On,Not Daylight
2259,Head-on,Not Daylight
2260,Not Head-On,Daylight
2261,Not Head-On,Daylight
2262,Not Head-On,Daylight
2263,Not Head-On,Not Daylight
2264,Not Head-On,Daylight
2265,Not Head-On,Not Daylight
2266,Not Head-On,Not Daylight
2267,Not Head-On,Not Daylight
2268,Not Head-On,Not Daylight
2269,Not Head-On,Not Daylight
2270,Not Head-On,Daylight
2271,Not Head-On,Not Daylight
2272,Head-on,Daylight
2273,Not Head-On,Daylight
2274,Not Head-On,Daylight
2275,Not Head-On,Daylight
2276,Not Head-On,Daylight
2277,Head-on,Not Daylight
2278,Not Head-On,Not Daylight
2279,Not Head-On,Not Daylight
2280,Not Head-On,Daylight
2281,Not Head-On,Daylight
2282,Not Head-On,Daylight
2283,Not Head-On,Daylight
2284,Not Head-On,Daylight
2285,Not Head-On,Daylight
2286,Not Head-On,Daylight
2287,Not Head-On,Daylight
2288,Not Head-On,Daylight
2289,Not Head-On,Daylight
2290,Not Head-On,Daylight
2291,Not Head-On,Daylight
2292,Not Head-On,Not Daylight
2293,Not Head-On,Daylight
2294,Not Head-On,Not Daylight
2295,Not Head-On,Daylight
2296,Not Head-On,Not Daylight
2297,Not Head-On,Daylight
2298,Not Head-On,Daylight
2299,Not Head-On,Daylight
2300,Not Head-On,Daylight
2301,Not Head-On,Not Daylight
2302,Not Head-On,Not Daylight
2303,Not Head-On,Daylight
2304,Not Head-On,Daylight
2305,Not Head-On,Not Daylight
2306,Not Head-On,Not Daylight
2307,Not Head-On,Not Daylight
2308,Not Head-On,Not Daylight
2309,Not Head-On,Daylight
2310,Not Head-On,Daylight
2311,Not Head-On,Daylight
2312,Not Head-On,Daylight
2313,Not Head-On,Daylight
2314,Not Head-On,Not Daylight
2315,Not Head-On,Daylight
2316,Not Head-On,Not Daylight
2317,Not Head-On,Daylight
2318,Not Head-On,Daylight
2319,Not Head-On,Daylight
2320,Not Head-On,Not Daylight
2321,Not Head-On,Daylight
2322,Not Head-On,Daylight
2323,Not Head-On,Daylight
2324,Not Head-On,Daylight
2325,Not Head-On,Daylight
2326,Not Head-On,Daylight
2327,Not Head-On,Not Daylight
2328,Not Head-On,Daylight
2329,Not Head-On,Daylight
2330,Not Head-On,Daylight
2331,Not Head-On,Daylight
2332,Not Head-On,Daylight
2333,Not Head-On,Daylight
2334,Not Head-On,Daylight
2335,Not Head-On,Daylight
2336,Not Head-On,Daylight
2337,Not Head-On,Not Daylight
2338,Not Head-On,Not Daylight
2339,Not Head-On,Daylight
2340,Not Head-On,Not Daylight
2341,Not Head-On,Daylight
2342,Not Head-On,Daylight
2343,Not Head-On,Not Daylight
2344,Not Head-On,Not Daylight
2345,Not Head-On,Daylight
2346,Not Head-On,Daylight
2347,Not Head-On,Daylight
2348,Not Head-On,Daylight
2349,Not Head-On,Not Daylight
2350,Not Head-On,Daylight
2351,Not Head-On,Daylight
2352,Not Head-On,Daylight
2353,Not Head-On,Daylight
2354,Not Head-On,Not Daylight
2355,Not Head-On,Daylight
2356,Not Head-On,Daylight
2357,Not Head-On,Daylight
2358,Not Head-On,Daylight
2359,Not Head-On,Daylight
2360,Not Head-On,Not Daylight
2361,Not Head-On,Daylight
2362,Not Head-On,Daylight
2363,Not Head-On,Daylight
2364,Not Head-On,Not Daylight
2365,Not Head-On,Daylight
2366,Not Head-On,Daylight
2367,Head-on,Not Daylight
2368,Not Head-On,Daylight
2369,Not Head-On,Daylight
2370,Not Head-On,Daylight
2371,Not Head-On,Not Daylight
2372,Not Head-On,Daylight
2373,Not Head-On,Daylight
2374,Not Head-On,Daylight
2375,Not Head-On,Daylight
2376,Not Head-On,Daylight
2377,Not Head-On,Daylight
2378,Not Head-On,Daylight
2379,Not Head-On,Daylight
2380,Not Head-On,Daylight
2381,Head-on,Not Daylight
2382,Not Head-On,Not Daylight
2383,Not Head-On,Daylight
2384,Not Head-On,Daylight
2385,Not Head-On,Daylight
2386,Not Head-On,Not Daylight
2387,Not Head-On,Daylight
2388,Not Head-On,Daylight
2389,Not Head-On,Daylight
2390,Not Head-On,Not Daylight
2391,Not Head-On,Daylight
2392,Not Head-On,Daylight
2393,Head-on,Not Daylight
2394,Not Head-On,Daylight
2395,Not Head-On,Daylight
2396,Not Head-On,Daylight
2397,Head-on,Daylight
2398,Not Head-On,Daylight
2399,Not Head-On,Daylight
2400,Not Head-On,Not Daylight
2401,Not Head-On,Daylight
2402,Not Head-On,Daylight
2403,Not Head-On,Not Daylight
2404,Not Head-On,Not Daylight
2405,Not Head-On,Daylight
2406,Not Head-On,Daylight
2407,Not Head-On,Daylight
2408,Not Head-On,Not Daylight
2409,Not Head-On,Daylight
2410,Not Head-On,Daylight
2411,Not Head-On,Daylight
2412,Not Head-On,Daylight
2413,Not Head-On,Not Daylight
2414,Not Head-On,Daylight
2415,Not Head-On,Daylight
2416,Not Head-On,Not Daylight
2417,Not Head-On,Daylight
2418,Not Head-On,Daylight
2419,Not Head-On,Not Daylight
2420,Not Head-On,Not Daylight
2421,Not Head-On,Daylight
2422,Not Head-On,Daylight
2423,Not Head-On,Daylight
2424,Not Head-On,Daylight
2425,Not Head-On,Not Daylight
2426,Not Head-On,Daylight
2427,Not Head-On,Not Daylight
2428,Not Head-On,Daylight
2429,Not Head-On,Daylight
2430,Not Head-On,Not Daylight
2431,Not Head-On,Daylight
2432,Not Head-On,Daylight
2433,Not Head-On,Daylight
2434,Not Head-On,Daylight
2435,Not Head-On,Not Daylight
2436,Not Head-On,Not Daylight
2437,Not Head-On,Daylight
2438,Not Head-On,Daylight
2439,Not Head-On,Not Daylight
2440,Not Head-On,Daylight
2441,Not Head-On,Daylight
2442,Not Head-On,Daylight
2443,Not Head-On,Daylight
2444,Not Head-On,Not Daylight
2445,Not Head-On,Daylight
2446,Not Head-On,Daylight
2447,Not Head-On,Daylight
2448,Head-on,Daylight
2449,Not Head-On,Daylight
2450,Not Head-On,Daylight
2451,Not Head-On,Daylight
2452,Not Head-On,Daylight
2453,Not Head-On,Daylight
2454,Not Head-On,Daylight
2455,Not Head-On,Not Daylight
2456,Not Head-On,Daylight
2457,Not Head-On,Not Daylight
2458,Not Head-On,Daylight
2459,Not Head-On,Daylight
2460,Not Head-On,Daylight
2461,Not Head-On,Daylight
2462,Not Head-On,Daylight
2463,Not Head-On,Daylight
2464,Not Head-On,Not Daylight
2465,Not Head-On,Not Daylight
2466,Not Head-On,Not Daylight
2467,Not Head-On,Not Daylight
2468,Not Head-On,Not Daylight
2469,Not Head-On,Daylight
2470,Not Head-On,Not Daylight
2471,Not Head-On,Not Daylight
2472,Not Head-On,Not Daylight
2473,Head-on,Not Daylight
2474,Not Head-On,Daylight
2475,Not Head-On,Daylight
2476,Not Head-On,Daylight
2477,Not Head-On,Not Daylight
2478,Not Head-On,Not Daylight
2479,Not Head-On,Not Daylight
2480,Head-on,Daylight
2481,Not Head-On,Daylight
2482,Not Head-On,Not Daylight
2483,Not Head-On,Not Daylight
2484,Not Head-On,Daylight
2485,Not Head-On,Not Daylight
2486,Not Head-On,Daylight
2487,Not Head-On,Daylight
2488,Head-on,Daylight
2489,Not Head-On,Daylight
2490,Not Head-On,Daylight
2491,Head-on,Not Daylight
2492,Not Head-On,Daylight
2493,Not Head-On,Daylight
2494,Not Head-On,Daylight
2495,Not Head-On,Not Daylight
2496,Not Head-On,Daylight
2497,Not Head-On,Not Daylight
2498,Not Head-On,Daylight
2499,Not Head-On,Not Daylight
2500,Not Head-On,Not Daylight
2501,Head-on,Daylight
2502,Not Head-On,Not Daylight
2503,Not Head-On,Daylight
2504,Not Head-On,Not Daylight
2505,Not Head-On,Daylight
2506,Not Head-On,Daylight
2507,Not Head-On,Daylight
2508,Not Head-On,Not Daylight
2509,Not Head-On,Daylight
2510,Not Head-On,Not Daylight
2511,Not Head-On,Not Daylight
2512,Not Head-On,Daylight
2513,Not Head-On,Daylight
2514,Not Head-On,Daylight
2515,Not Head-On,Daylight
2516,Not Head-On,Not Daylight
2517,Not Head-On,Daylight
2518,Not Head-On,Not Daylight
2519,Not Head-On,Not Daylight
2520,Not Head-On,Not Daylight
2521,Not Head-On,Not Daylight
2522,Not Head-On,Daylight
2523,Head-on,Not Daylight
2524,Not Head-On,Daylight
2525,Not Head-On,Not Daylight
2526,Not Head-On,Not Daylight
2527,Not Head-On,Daylight
2528,Not Head-On,Daylight
2529,Not Head-On,Daylight
2530,Not Head-On,Not Daylight
2531,Not Head-On,Daylight
2532,Not Head-On,Daylight
2533,Not Head-On,Daylight
2534,Not Head-On,Daylight
2535,Head-on,Daylight
2536,Not Head-On,Daylight
2537,Not Head-On,Daylight
2538,Not Head-On,Daylight
2539,Head-on,Daylight
2540,Not Head-On,Daylight
2541,Not Head-On,Daylight
2542,Not Head-On,Daylight
2543,Not Head-On,Not Daylight
2544,Not Head-On,Not Daylight
2545,Not Head-On,Daylight
2546,Not Head-On,Daylight
2547,Head-on,Not Daylight
2548,Head-on,Not Daylight
2549,Not Head-On,Not Daylight
2550,Not Head-On,Daylight
2551,Not Head-On,Daylight
2552,Not Head-On,Daylight
2553,Not Head-On,Daylight
2554,Not Head-On,Not Daylight
2555,Not Head-On,Not Daylight
2556,Not Head-On,Not Daylight
2557,Not Head-On,Daylight
2558,Not Head-On,Not Daylight
2559,Not Head-On,Daylight
2560,Not Head-On,Daylight
2561,Not Head-On,Daylight
2562,Not Head-On,Daylight
2563,Not Head-On,Daylight
2564,Not Head-On,Daylight
2565,Head-on,Not Daylight
2566,Not Head-On,Not Daylight
2567,Not Head-On,Daylight
2568,Not Head-On,Daylight
2569,Not Head-On,Daylight
2570,Not Head-On,Daylight
2571,Not Head-On,Daylight
2572,Not Head-On,Daylight
2573,Not Head-On,Daylight
2574,Not Head-On,Daylight
2575,Not Head-On,Daylight
2576,Not Head-On,Daylight
2577,Not Head-On,Daylight
2578,Not Head-On,Daylight
2579,Not Head-On,Daylight
2580,Head-on,Not Daylight
2581,Not Head-On,Daylight
2582,Not Head-On,Daylight
2583,Not Head-On,Daylight
2584,Not Head-On,Daylight
2585,Head-on,Not Daylight
2586,Not Head-On,Not Daylight
2587,Not Head-On,Daylight
2588,Not Head-On,Daylight
2589,Not Head-On,Not Daylight
2590,Not Head-On,Not Daylight
2591,Not Head-On,Daylight
2592,Not Head-On,Not Daylight
2593,Not Head-On,Not Daylight
2594,Not Head-On,Not Daylight
2595,Not Head-On,Daylight
2596,Not Head-On,Not Daylight
2597,Head-on,Not Daylight
2598,Not Head-On,Daylight
2599,Not Head-On,Daylight
2600,Not Head-On,Daylight
2601,Not Head-On,Daylight
2602,Not Head-On,Daylight
2603,Head-on,Not Daylight
2604,Not Head-On,Not Daylight
2605,Not Head-On,Daylight
2606,Not Head-On,Daylight
2607,Not Head-On,Daylight
2608,Not Head-On,Daylight
2609,Not Head-On,Not Daylight
2610,Not Head-On,Daylight
2611,Not Head-On,Daylight
2612,Not Head-On,Daylight
2613,Not Head-On,Not Daylight
2614,Not Head-On,Daylight
2615,Not Head-On,Daylight
2616,Not Head-On,Daylight
2617,Not Head-On,Daylight
2618,Not Head-On,Daylight
2619,Not Head-On,Daylight
2620,Not Head-On,Daylight
2621,Not Head-On,Daylight
2622,Not Head-On,Daylight
2623,Not Head-On,Daylight
2624,Not Head-On,Daylight
2625,Not Head-On,Not Daylight
2626,Head-on,Daylight
2627,Not Head-On,Daylight
2628,Not Head-On,Daylight
2629,Not Head-On,Not Daylight
2630,Not Head-On,Daylight
2631,Not Head-On,Daylight
2632,Not Head-On,Daylight
2633,Not Head-On,Daylight
2634,Not Head-On,Not Daylight
2635,Not Head-On,Daylight
2636,Not Head-On,Daylight
2637,Not Head-On,Daylight
2638,Not Head-On,Not Daylight
2639,Not Head-On,Daylight
2640,Not Head-On,Daylight
2641,Not Head-On,Daylight
2642,Not Head-On,Daylight
2643,Not Head-On,Not Daylight
2644,Not Head-On,Daylight
2645,Not Head-On,Daylight
2646,Not Head-On,Not Daylight
2647,Not Head-On,Not Daylight
2648,Not Head-On,Daylight
2649,Not Head-On,Daylight
2650,Head-on,Not Daylight
2651,Not Head-On,Daylight
2652,Not Head-On,Daylight
2653,Not Head-On,Daylight
2654,Not Head-On,Daylight
2655,Not Head-On,Daylight
2656,Not Head-On,Daylight
2657,Not Head-On,Daylight
2658,Not Head-On,Not Daylight
2659,Not Head-On,Daylight
2660,Not Head-On,Daylight
2661,Not Head-On,Daylight
2662,Head-on,Daylight
2663,Not Head-On,Daylight
2664,Not Head-On,Daylight
2665,Not Head-On,Daylight
2666,Not Head-On,Daylight
2667,Not Head-On,Daylight
2668,Not Head-On,Daylight
2669,Not Head-On,Daylight
2670,Not Head-On,Not Daylight
2671,Not Head-On,Daylight
2672,Not Head-On,Not Daylight
2673,Not Head-On,Daylight
2674,Not Head-On,Daylight
2675,Not Head-On,Daylight
2676,Not Head-On,Not Daylight
2677,Not Head-On,Daylight
2678,Not Head-On,Not Daylight
2679,Not Head-On,Not Daylight
2680,Not Head-On,Daylight
2681,Not Head-On,Daylight
2682,Not Head-On,Not Daylight
2683,Not Head-On,Daylight
2684,Not Head-On,Daylight
2685,Not Head-On,Daylight
2686,Not Head-On,Daylight
2687,Not Head-On,Daylight
2688,Not Head-On,Daylight
2689,Not Head-On,Not Daylight
2690,Not Head-On,Daylight
2691,Not Head-On,Daylight
2692,Not Head-On,Daylight
2693,Not Head-On,Daylight
2694,Not Head-On,Daylight
2695,Not Head-On,Daylight
2696,Not Head-On,Daylight
2697,Not Head-On,Daylight
2698,Not Head-On,Daylight
2699,Not Head-On,Daylight
2700,Not Head-On,Daylight
2701,Not Head-On,Daylight
2702,Not Head-On,Daylight
2703,Not Head-On,Daylight
2704,Not Head-On,Daylight
2705,Not Head-On,Not Daylight
2706,Not Head-On,Daylight
2707,Not Head-On,Not Daylight
2708,Not Head-On,Daylight
2709,Not Head-On,Not Daylight
2710,Not Head-On,Not Daylight
2711,Not Head-On,Daylight
2712,Not Head-On,Daylight
2713,Not Head-On,Daylight
2714,Not Head-On,Not Daylight
2715,Head-on,Daylight
2716,Not Head-On,Daylight
2717,Not Head-On,Not Daylight
2718,Not Head-On,Daylight
2719,Not Head-On,Not Daylight
2720,Not Head-On,Daylight
2721,Head-on,Not Daylight
2722,Not Head-On,Daylight
2723,Not Head-On,Daylight
2724,Not Head-On,Daylight
2725,Not Head-On,Not Daylight
2726,Not Head-On,Not Daylight
2727,Not Head-On,Not Daylight
2728,Not Head-On,Daylight
2729,Not Head-On,Not Daylight
2730,Not Head-On,Not Daylight
2731,Not Head-On,Not Daylight
2732,Not Head-On,Daylight
2733,Not Head-On,Daylight
2734,Not Head-On,Daylight
2735,Not Head-On,Daylight
2736,Not Head-On,Daylight
2737,Head-on,Not Daylight
2738,Not Head-On,Daylight
2739,Not Head-On,Daylight
2740,Not Head-On,Daylight
2741,Not Head-On,Daylight
2742,Not Head-On,Daylight
2743,Not Head-On,Daylight
2744,Not Head-On,Not Daylight
2745,Not Head-On,Daylight
2746,Not Head-On,Not Daylight
2747,Not Head-On,Daylight
2748,Not Head-On,Not Daylight
2749,Head-on,Daylight
2750,Not Head-On,Daylight
2751,Not Head-On,Daylight
2752,Not Head-On,Not Daylight
2753,Not Head-On,Daylight
2754,Not Head-On,Not Daylight
2755,Not Head-On,Daylight
2756,Not Head-On,Not Daylight
2757,Not Head-On,Daylight
2758,Not Head-On,Daylight
2759,Not Head-On,Daylight
2760,Not Head-On,Daylight
2761,Not Head-On,Daylight
2762,Not Head-On,Daylight
2763,Not Head-On,Daylight
2764,Not Head-On,Daylight
2765,Not Head-On,Daylight
2766,Not Head-On,Daylight
2767,Not Head-On,Daylight
2768,Not Head-On,Daylight
2769,Not Head-On,Daylight
2770,Not Head-On,Daylight
2771,Not Head-On,Not Daylight
2772,Not Head-On,Daylight
2773,Head-on,Daylight
2774,Not Head-On,Daylight
2775,Not Head-On,Daylight
